Data da venda,Nome Produto,Categoria do produto,Valor unitário,Quantidade vendida,Nome do cliente,Faixa etária do cliente,Gênero do cliente,Localização da compra
2024-04-25 12:11:39.423947,Café Arábica,Cafés Especiais,12.9,4,Louis Martin,36-45,Feminino,Paraná
2024-02-21 05:10:10.940728,Brownie,Doces,7.5,4,Debra White,46-55,Outro,Online
2024-01-17 19:43:25.709161,Café Arábica,Cafés Especiais,12.9,2,Angela Brown,36-45,Masculino,Brasília
2024-11-14 19:03:26.617672,Chá de Hibisco,Chás Artesanais,9.2,2,Brian Porter MD,26-35,Masculino,Paraná
2024-09-29 04:19:35.794391,Bolo de Cenoura,Doces,9.9,3,Renee Melendez,46-55,Outro,Brasília
2024-04-13 03:33:42.918404,Café Arábica,Cafés Especiais,12.9,4,Johnathan Davis,46-55,Masculino,Brasília
2024-08-11 14:14:50.283159,Cookie,Doces,6.8,2,Laura Benson,26-35,Outro,Online
2024-04-06 11:11:25.631876,Empada de Palmito,Salgados,9.8,3,Joann Ferguson,46-55,Masculino,Paraná
2024-11-21 13:57:33.518505,Coxinha Vegana,Salgados,10.2,4,William Evans,36-45,Outro,Online
2024-12-29 05:02:06.213621,Brownie,Doces,7.5,1,Courtney Hayes,26-35,Outro,Brasília
2024-02-25 17:18:42.813840,Café Arábica,Cafés Especiais,12.9,3,Jonathan Jacobson,56+,Masculino,Paraná
2024-08-27 10:11:22.708562,Cookie,Doces,6.8,2,Donna Landry,18-25,Outro,Online
2024-01-20 14:29:28.991461,Chá Verde,Chás Artesanais,8.5,1,Allen Mendez,26-35,Masculino,Paraná
2024-03-24 19:19:42.766768,Café Robusta,Cafés Especiais,10.9,1,Haley May,36-45,Feminino,Brasília
2024-04-04 09:37:46.782185,Coxinha Vegana,Salgados,10.2,1,Audrey Jackson,26-35,Feminino,Online
2024-06-08 02:09:55.056661,Empada de Palmito,Salgados,9.8,3,Kathryn Snyder,26-35,Feminino,São Paulo
2024-12-04 07:06:42.484459,Quiche de Alho-poró,Salgados,11.0,2,Nicole Johnson,26-35,Feminino,Brasília
2024-05-10 06:54:21.932032,Chá de Hibisco,Chás Artesanais,9.2,1,Justin Anderson,26-35,Masculino,Online
2024-06-26 22:55:06.000113,Bolo de Cenoura,Doces,9.9,4,Mr. Aaron Arnold,18-25,Masculino,Brasília
2024-11-04 04:00:23.365993,Café Orgânico,Cafés Especiais,14.5,1,Cassandra Harrell,18-25,Feminino,Paraná
2024-02-15 16:13:31.299529,Chá Verde,Chás Artesanais,8.5,1,Christopher Smith,18-25,Masculino,São Paulo
2024-11-12 03:31:45.748020,Chá de Camomila,Chás Artesanais,8.9,3,Brenda Hall,18-25,Outro,Online
2024-03-02 19:41:10.609680,Quiche de Alho-poró,Salgados,11.0,3,Judith House,36-45,Outro,Paraná
2024-04-09 20:44:57.427026,Brownie,Doces,7.5,2,Danielle Smith,18-25,Feminino,Paraná
2024-08-01 16:45:03.805764,Bolo de Cenoura,Doces,9.9,4,Diana May,26-35,Masculino,Paraná
2024-12-20 12:48:37.558592,Empada de Palmito,Salgados,9.8,3,Megan Young,18-25,Feminino,Brasília
2024-07-27 13:21:34.593180,Café Orgânico,Cafés Especiais,14.5,1,Paul Moreno,26-35,Feminino,Brasília
2024-01-29 14:34:50.677883,Quiche de Alho-poró,Salgados,11.0,2,Melissa Mann,18-25,Outro,Online
2024-09-04 16:23:22.225271,Chá Verde,Chás Artesanais,8.5,1,Megan Green,18-25,Feminino,Brasília
2024-01-10 21:09:20.307467,Chá Verde,Chás Artesanais,8.5,1,Emma Reed,36-45,Feminino,São Paulo
2024-09-05 12:03:58.859120,Cookie,Doces,6.8,3,Justin Smith,26-35,Feminino,Paraná
2024-08-03 09:45:31.130125,Café Orgânico,Cafés Especiais,14.5,2,Dawn Wyatt,26-35,Feminino,Brasília
2024-11-01 15:21:35.907622,Empada de Palmito,Salgados,9.8,4,William Day,36-45,Outro,São Paulo
2024-01-30 22:43:32.773908,Brownie,Doces,7.5,4,Ashley Parrish,36-45,Feminino,Paraná
2024-08-28 04:07:48.741229,Coxinha Vegana,Salgados,10.2,3,Jill Conway,36-45,Masculino,Paraná
2024-12-14 18:50:08.637464,Quiche de Alho-poró,Salgados,11.0,3,Kyle Sanchez,26-35,Masculino,Brasília
2024-01-03 19:31:19.093232,Quiche de Alho-poró,Salgados,11.0,2,Manuel Brock,18-25,Feminino,São Paulo
2024-08-27 20:52:24.634112,Chá de Hibisco,Chás Artesanais,9.2,4,Jorge Lee,46-55,Masculino,São Paulo
2024-04-28 17:28:35.693463,Chá Verde,Chás Artesanais,8.5,4,Melissa Gates,26-35,Masculino,Brasília
2024-09-25 04:42:36.344497,Bolo de Cenoura,Doces,9.9,4,Cynthia Rowe,36-45,Masculino,São Paulo
2024-07-26 00:04:38.101284,Chá de Camomila,Chás Artesanais,8.9,1,Cody Farmer,36-45,Masculino,Online
2024-01-18 14:59:07.871451,Café Robusta,Cafés Especiais,10.9,4,Michael Henry,36-45,Masculino,Online
2024-04-27 20:37:55.881808,Bolo de Cenoura,Doces,9.9,1,Kevin Marquez,26-35,Outro,São Paulo
2024-01-26 03:18:29.204724,Cookie,Doces,6.8,2,Michael Williams,46-55,Feminino,Online
2024-05-19 03:13:29.206834,Empada de Palmito,Salgados,9.8,1,Kelly Liu,26-35,Outro,Online
2024-03-05 12:36:57.981730,Chá Verde,Chás Artesanais,8.5,2,Justin Stone,36-45,Feminino,Brasília
2024-11-11 01:57:34.416191,Empada de Palmito,Salgados,9.8,4,James Howard,56+,Outro,Brasília
2024-11-07 14:54:07.843116,Brownie,Doces,7.5,4,Robin Johnson,18-25,Feminino,São Paulo
2024-10-11 20:12:27.874716,Coxinha Vegana,Salgados,10.2,2,Diana Johnson,56+,Feminino,Paraná
2024-10-01 22:27:49.972691,Café Robusta,Cafés Especiais,10.9,3,Sharon Cochran,26-35,Feminino,São Paulo
2024-02-14 16:39:02.082916,Coxinha Vegana,Salgados,10.2,2,Haley Johnson,18-25,Feminino,Brasília
2024-06-06 13:44:34.283094,Brownie,Doces,7.5,3,Tammie Bright,18-25,Feminino,São Paulo
2024-04-23 12:59:07.401902,Empada de Palmito,Salgados,9.8,1,Eugene Patterson,18-25,Masculino,Brasília
2024-02-17 03:38:20.328454,Brownie,Doces,7.5,1,Casey Blanchard,18-25,Outro,Online
2024-10-30 20:17:53.997937,Café Robusta,Cafés Especiais,10.9,1,Monica Miller,26-35,Masculino,São Paulo
2024-06-27 05:34:16.607795,Quiche de Alho-poró,Salgados,11.0,4,Sara Evans,36-45,Masculino,Brasília
2024-06-22 03:26:23.089118,Quiche de Alho-poró,Salgados,11.0,1,Nicholas Carlson,18-25,Outro,São Paulo
2024-06-03 04:48:05.054297,Chá de Hibisco,Chás Artesanais,9.2,3,Richard Adams,18-25,Feminino,São Paulo
2024-10-23 15:39:28.548280,Coxinha Vegana,Salgados,10.2,1,Megan Hall MD,36-45,Outro,Paraná
2024-06-07 06:35:26.363290,Café Orgânico,Cafés Especiais,14.5,2,Dennis Mills,26-35,Outro,Brasília
2024-01-15 09:55:17.488923,Empada de Palmito,Salgados,9.8,2,Aimee Montoya,36-45,Feminino,Paraná
2024-06-18 14:57:39.809403,Café Robusta,Cafés Especiais,10.9,4,Michael Barnes,18-25,Masculino,Brasília
2024-09-07 18:16:24.987303,Brownie,Doces,7.5,2,Matthew Mcmillan,26-35,Feminino,São Paulo
2024-06-29 08:36:50.772001,Quiche de Alho-poró,Salgados,11.0,3,James Oconnor,36-45,Masculino,Brasília
2024-07-10 05:45:09.986529,Coxinha Vegana,Salgados,10.2,1,Casey Gillespie,18-25,Masculino,Brasília
2024-06-08 02:42:04.506320,Cookie,Doces,6.8,4,Gregory King,26-35,Outro,Online
2024-06-23 07:34:47.702219,Brownie,Doces,7.5,1,Alexis Benson,36-45,Feminino,Paraná
2024-02-16 05:50:24.871324,Café Orgânico,Cafés Especiais,14.5,1,William Harrison,26-35,Feminino,Online
2024-11-03 12:46:04.709112,Quiche de Alho-poró,Salgados,11.0,3,Danielle Smith,46-55,Feminino,Paraná
2024-04-17 07:07:03.629353,Chá de Hibisco,Chás Artesanais,9.2,2,Alyssa Alvarado,26-35,Outro,Paraná
2024-01-28 03:32:17.459058,Café Orgânico,Cafés Especiais,14.5,2,Jorge Harris,18-25,Outro,São Paulo
2024-02-09 00:01:41.738733,Cookie,Doces,6.8,1,Christopher Smith,18-25,Outro,Paraná
2024-02-04 23:56:14.311968,Cookie,Doces,6.8,4,David Hughes,36-45,Masculino,Online
2024-07-26 22:59:54.886253,Cookie,Doces,6.8,2,Shirley Suarez,36-45,Feminino,Online
2024-04-03 08:23:24.675744,Bolo de Cenoura,Doces,9.9,4,Karen Ortiz,56+,Masculino,Online
2024-07-02 13:15:26.849209,Bolo de Cenoura,Doces,9.9,2,Justin Stone,36-45,Masculino,Brasília
2024-08-29 21:21:32.498798,Chá de Camomila,Chás Artesanais,8.9,4,Charles Haley,46-55,Masculino,São Paulo
2024-03-07 00:45:35.420221,Café Arábica,Cafés Especiais,12.9,3,Kelly Hayes,36-45,Feminino,Online
2024-01-31 11:52:07.225627,Café Orgânico,Cafés Especiais,14.5,4,Richard Smith,36-45,Feminino,Paraná
2024-04-18 14:06:10.565385,Coxinha Vegana,Salgados,10.2,3,Janice Petty,18-25,Feminino,Online
2024-06-15 19:26:28.664995,Bolo de Cenoura,Doces,9.9,3,Ashley Smith,18-25,Masculino,Brasília
2024-08-15 23:29:17.789669,Chá de Hibisco,Chás Artesanais,9.2,4,Arthur Mcneil,26-35,Outro,Brasília
2024-12-18 07:03:37.623545,Cookie,Doces,6.8,3,Derrick Espinoza,26-35,Outro,Paraná
2024-03-09 14:33:15.482511,Coxinha Vegana,Salgados,10.2,1,Olivia Harris,18-25,Masculino,Online
2024-09-29 13:24:35.201623,Chá de Camomila,Chás Artesanais,8.9,3,Cynthia Green,56+,Outro,Paraná
2024-11-14 01:32:59.141952,Bolo de Cenoura,Doces,9.9,2,Mary Marshall,26-35,Feminino,Paraná
2024-07-14 00:15:51.636393,Chá de Camomila,Chás Artesanais,8.9,4,Amanda Pineda,56+,Outro,São Paulo
2024-02-12 02:57:16.405809,Bolo de Cenoura,Doces,9.9,1,Ruben Dunn,18-25,Masculino,São Paulo
2024-06-23 16:17:34.132786,Chá de Hibisco,Chás Artesanais,9.2,4,Mark Perez,26-35,Outro,Paraná
2024-11-13 18:05:15.242898,Quiche de Alho-poró,Salgados,11.0,2,Joshua Reed,36-45,Masculino,Brasília
2024-08-07 11:42:03.451046,Cookie,Doces,6.8,2,Mr. Edward Terry,36-45,Outro,Online
2024-08-13 14:24:35.199565,Quiche de Alho-poró,Salgados,11.0,2,Pamela Boyd,18-25,Feminino,Brasília
2024-05-11 07:46:13.325804,Empada de Palmito,Salgados,9.8,3,Jennifer Vaughn,26-35,Masculino,São Paulo
2024-09-08 04:52:04.306849,Chá de Hibisco,Chás Artesanais,9.2,3,Alicia Roth,56+,Masculino,Brasília
2024-04-20 16:08:50.650455,Chá de Hibisco,Chás Artesanais,9.2,4,Charles Lester,18-25,Outro,São Paulo
2024-01-06 17:20:28.480320,Bolo de Cenoura,Doces,9.9,4,Pamela Watkins,26-35,Masculino,Paraná
2024-01-06 22:44:31.341747,Chá de Camomila,Chás Artesanais,8.9,1,Dennis Blanchard,36-45,Masculino,Paraná
2024-11-09 20:45:02.040313,Café Orgânico,Cafés Especiais,14.5,1,John Anderson,18-25,Outro,São Paulo
2024-08-24 15:43:50.882643,Chá de Camomila,Chás Artesanais,8.9,4,Travis Hopkins,36-45,Outro,Paraná
2024-06-08 17:02:21.606010,Café Arábica,Cafés Especiais,12.9,3,Alyssa Long,18-25,Outro,Paraná
2024-10-15 05:07:37.595859,Chá de Camomila,Chás Artesanais,8.9,2,Donald Miller,36-45,Masculino,Online
2024-04-19 06:53:15.804529,Bolo de Cenoura,Doces,9.9,4,Kaitlyn Valdez,26-35,Masculino,Online
2024-06-22 07:51:43.326911,Cookie,Doces,6.8,1,Stephanie Manning,36-45,Masculino,Online
2024-03-01 07:52:08.254081,Empada de Palmito,Salgados,9.8,3,Sarah Thompson,18-25,Outro,São Paulo
2024-09-13 15:51:14.316826,Bolo de Cenoura,Doces,9.9,4,Amy Gordon,36-45,Feminino,Online
2024-06-21 05:08:22.515888,Chá de Hibisco,Chás Artesanais,9.2,4,Maria Coleman,36-45,Feminino,São Paulo
2024-08-01 14:23:48.294731,Coxinha Vegana,Salgados,10.2,3,Julie Herrera,26-35,Masculino,Brasília
2024-07-26 07:22:33.741354,Café Robusta,Cafés Especiais,10.9,4,Brandon Brown,26-35,Outro,Online
2024-01-19 22:13:33.858028,Chá Verde,Chás Artesanais,8.5,3,Paula Gentry,26-35,Outro,Paraná
2024-08-18 07:18:35.815264,Chá Verde,Chás Artesanais,8.5,2,Jason Hernandez,56+,Feminino,Online
2024-12-23 13:33:56.286114,Cookie,Doces,6.8,3,Shane Henderson,18-25,Feminino,Online
2024-09-26 18:57:18.343578,Chá Verde,Chás Artesanais,8.5,3,Sharon Newton,26-35,Masculino,Paraná
2024-07-21 16:23:25.082682,Quiche de Alho-poró,Salgados,11.0,3,Mark Benjamin,46-55,Outro,Online
2024-06-26 22:38:10.286645,Bolo de Cenoura,Doces,9.9,4,Holly Wood,46-55,Feminino,São Paulo
2024-08-03 18:26:47.188830,Bolo de Cenoura,Doces,9.9,4,Leslie Gardner,46-55,Feminino,Brasília
2024-09-04 04:25:18.693717,Coxinha Vegana,Salgados,10.2,3,Michelle Rodriguez,36-45,Feminino,Paraná
2024-06-27 11:22:27.487681,Café Robusta,Cafés Especiais,10.9,4,William Ramos,26-35,Outro,Paraná
2024-07-11 06:56:57.685820,Café Arábica,Cafés Especiais,12.9,1,Ryan Mcmahon,18-25,Feminino,Paraná
2024-04-25 19:54:34.417912,Brownie,Doces,7.5,1,Jeremy Turner,36-45,Feminino,Brasília
2024-11-21 01:22:40.727370,Café Arábica,Cafés Especiais,12.9,4,Amanda Jones,36-45,Feminino,Online
2024-06-21 06:56:32.298781,Chá de Camomila,Chás Artesanais,8.9,4,Robert Hendrix,26-35,Feminino,Paraná
2024-12-08 17:12:20.701170,Chá de Hibisco,Chás Artesanais,9.2,3,Jessica Larsen,36-45,Feminino,Paraná
2024-09-11 22:40:28.104808,Quiche de Alho-poró,Salgados,11.0,2,Jillian Wilson,26-35,Masculino,Paraná
2024-04-15 04:27:44.505531,Bolo de Cenoura,Doces,9.9,4,Matthew Moore,56+,Outro,Paraná
2024-05-05 12:31:06.927863,Café Orgânico,Cafés Especiais,14.5,1,Jenna Gamble,26-35,Outro,São Paulo
2024-03-21 16:51:02.906625,Café Orgânico,Cafés Especiais,14.5,3,Sean Curtis,18-25,Outro,Online
2024-05-03 03:31:15.568469,Chá de Camomila,Chás Artesanais,8.9,4,Austin Osborne,18-25,Outro,Brasília
2024-11-03 08:12:39.750990,Chá Verde,Chás Artesanais,8.5,1,Matthew Sweeney,26-35,Masculino,Online
2024-02-17 13:15:20.889964,Chá de Hibisco,Chás Artesanais,9.2,1,Steve Rivera,46-55,Feminino,Brasília
2024-09-16 15:31:56.695165,Chá de Camomila,Chás Artesanais,8.9,2,Felicia Aguilar,36-45,Outro,Online
2024-10-31 06:42:27.562908,Empada de Palmito,Salgados,9.8,3,Kaitlyn Valdez,18-25,Outro,Paraná
2024-09-25 01:30:45.933103,Bolo de Cenoura,Doces,9.9,3,David Mcdaniel,46-55,Outro,Paraná
2024-10-18 02:50:31.225400,Coxinha Vegana,Salgados,10.2,2,Jennifer Vasquez,18-25,Outro,Paraná
2024-08-14 19:33:43.187756,Chá de Hibisco,Chás Artesanais,9.2,2,Cody Farmer,26-35,Masculino,Online
2024-09-30 03:44:17.730475,Cookie,Doces,6.8,3,Jennifer Jones,36-45,Outro,Paraná
2024-02-17 04:14:29.125890,Brownie,Doces,7.5,3,Kyle Andrade,36-45,Feminino,Online
2024-08-09 12:47:43.657697,Brownie,Doces,7.5,4,Tanya Russell,18-25,Outro,Brasília
2024-05-31 03:18:12.270169,Cookie,Doces,6.8,4,Kyle Black,26-35,Feminino,São Paulo
2024-04-20 23:18:18.468293,Chá de Camomila,Chás Artesanais,8.9,2,Nicole Gonzalez,56+,Outro,Paraná
2024-01-18 22:17:11.024045,Chá Verde,Chás Artesanais,8.5,4,Eugene Patterson,36-45,Masculino,São Paulo
2024-11-17 04:37:24.475468,Café Orgânico,Cafés Especiais,14.5,1,Robert Chang,26-35,Outro,São Paulo
2024-02-27 10:23:31.165584,Café Arábica,Cafés Especiais,12.9,4,Brandi Haney,26-35,Feminino,Brasília
2024-11-22 05:57:52.855929,Chá Verde,Chás Artesanais,8.5,4,Kevin Morrow,36-45,Masculino,Online
2024-01-24 04:24:56.990806,Empada de Palmito,Salgados,9.8,1,Michael Martin,18-25,Feminino,Paraná
2024-08-13 20:07:25.882532,Bolo de Cenoura,Doces,9.9,2,Kenneth Scott,56+,Masculino,São Paulo
2024-03-22 14:34:07.136735,Café Arábica,Cafés Especiais,12.9,1,Melissa Abbott,46-55,Masculino,Brasília
2024-05-04 19:19:00.725502,Empada de Palmito,Salgados,9.8,4,Paul Wilson,56+,Feminino,Brasília
2024-01-18 20:03:36.011260,Café Robusta,Cafés Especiais,10.9,2,Amber Martin,36-45,Feminino,Paraná
2024-04-07 05:21:07.760497,Quiche de Alho-poró,Salgados,11.0,4,Nathan Wilson,26-35,Masculino,Online
2024-09-08 00:43:36.565295,Brownie,Doces,7.5,1,Emily Herrera,18-25,Masculino,Online
2024-09-01 07:45:24.239824,Bolo de Cenoura,Doces,9.9,1,Paul Wilson,18-25,Feminino,Paraná
2024-12-04 15:03:04.186158,Chá Verde,Chás Artesanais,8.5,4,Daniel Davenport,46-55,Feminino,Online
2024-06-15 21:29:25.737811,Brownie,Doces,7.5,3,Debra Perry,36-45,Masculino,São Paulo
2024-02-10 04:59:58.452252,Empada de Palmito,Salgados,9.8,3,Carlos Clarke,18-25,Feminino,Online
2024-08-10 04:58:42.362107,Chá de Hibisco,Chás Artesanais,9.2,1,Jerry Johnson,26-35,Feminino,Paraná
2024-12-11 20:53:00.413187,Café Robusta,Cafés Especiais,10.9,1,Andrew Cruz,26-35,Masculino,Brasília
2024-01-16 12:06:59.278081,Café Robusta,Cafés Especiais,10.9,3,Joseph Wilson,18-25,Outro,Paraná
2024-08-17 16:48:30.011626,Café Orgânico,Cafés Especiais,14.5,3,John Mack,56+,Feminino,São Paulo
2024-11-28 09:03:27.355100,Chá Verde,Chás Artesanais,8.5,4,David Rodriguez,18-25,Outro,Paraná
2024-04-16 03:02:05.062441,Quiche de Alho-poró,Salgados,11.0,4,Emily Rodgers,56+,Outro,São Paulo
2024-07-03 01:06:04.125204,Chá de Camomila,Chás Artesanais,8.9,3,Deanna Webb,36-45,Masculino,Online
2024-02-06 05:37:10.608373,Brownie,Doces,7.5,4,Samantha Chavez,36-45,Masculino,São Paulo
2024-05-02 15:39:29.898786,Chá Verde,Chás Artesanais,8.5,4,Kristin Mendoza,46-55,Feminino,Brasília
2024-11-05 11:55:14.551175,Chá de Camomila,Chás Artesanais,8.9,2,Sharon Newton,26-35,Outro,Online
2024-05-31 08:16:40.024282,Café Robusta,Cafés Especiais,10.9,4,Jasmin Alvarado,26-35,Feminino,Brasília
2024-03-30 22:10:13.518284,Quiche de Alho-poró,Salgados,11.0,1,Maria Olson,26-35,Masculino,Online
2024-05-04 20:09:31.213991,Brownie,Doces,7.5,4,Bradley Duncan,18-25,Masculino,Brasília
2024-02-01 20:35:39.016495,Empada de Palmito,Salgados,9.8,4,Phillip Kent,18-25,Masculino,Brasília
2024-10-02 20:12:07.183466,Coxinha Vegana,Salgados,10.2,3,Jeremy Scott,26-35,Masculino,Online
2024-08-30 23:00:57.777508,Cookie,Doces,6.8,1,Bryan Moore,46-55,Feminino,Online
2024-10-02 14:11:14.835157,Café Orgânico,Cafés Especiais,14.5,4,Michael Barker,36-45,Outro,São Paulo
2024-03-24 01:02:48.203036,Brownie,Doces,7.5,4,Kenneth Lewis,56+,Feminino,São Paulo
2024-05-30 01:30:10.022170,Chá Verde,Chás Artesanais,8.5,2,Christopher Campbell,18-25,Feminino,Online
2024-06-16 17:45:38.815826,Quiche de Alho-poró,Salgados,11.0,4,Tina Hall,46-55,Masculino,Online
2024-10-17 16:01:46.983429,Brownie,Doces,7.5,4,Molly Watts,18-25,Outro,Brasília
2024-01-11 07:38:21.838303,Café Orgânico,Cafés Especiais,14.5,2,Steven Blevins,36-45,Masculino,São Paulo
2024-01-04 10:14:15.019606,Chá Verde,Chás Artesanais,8.5,3,Bryan Herrera,36-45,Feminino,Brasília
2024-12-10 01:45:10.082589,Chá de Camomila,Chás Artesanais,8.9,4,Matthew Mcmillan,26-35,Masculino,São Paulo
2024-04-24 12:41:22.269716,Café Arábica,Cafés Especiais,12.9,2,Annette Melton,56+,Masculino,Paraná
2024-02-29 14:40:04.432626,Brownie,Doces,7.5,1,Emily Wilson,46-55,Outro,São Paulo
2024-10-04 06:59:48.028588,Empada de Palmito,Salgados,9.8,3,Veronica Silva,18-25,Outro,São Paulo
2024-08-22 07:43:23.751402,Quiche de Alho-poró,Salgados,11.0,1,Lori Flowers MD,18-25,Feminino,Online
2024-01-22 16:38:10.830278,Bolo de Cenoura,Doces,9.9,1,Victor Edwards,26-35,Feminino,Online
2024-09-17 00:49:53.317449,Chá de Camomila,Chás Artesanais,8.9,2,Eric Barker,18-25,Masculino,Paraná
2024-07-08 14:04:15.199333,Chá de Hibisco,Chás Artesanais,9.2,4,Garrett Riley,18-25,Feminino,Online
2024-05-26 23:12:23.408981,Chá de Hibisco,Chás Artesanais,9.2,2,James Bradley,26-35,Feminino,Brasília
2024-07-21 03:08:57.195726,Empada de Palmito,Salgados,9.8,2,Jessica Gross,26-35,Masculino,Brasília
2024-09-28 22:41:30.752588,Cookie,Doces,6.8,2,Michael Smith,36-45,Masculino,Brasília
2024-01-03 19:06:19.408757,Chá de Camomila,Chás Artesanais,8.9,2,Kelly Miles,36-45,Masculino,Online
2024-07-11 09:25:31.473392,Chá de Hibisco,Chás Artesanais,9.2,3,Casey Hernandez,56+,Masculino,São Paulo
2024-09-12 09:41:25.407331,Chá de Camomila,Chás Artesanais,8.9,4,Andrew Avila,36-45,Feminino,São Paulo
2024-03-15 02:22:53.783109,Chá de Hibisco,Chás Artesanais,9.2,1,Leslie Hernandez,18-25,Feminino,Paraná
2024-10-14 00:30:07.695693,Empada de Palmito,Salgados,9.8,1,Frank Whitaker,36-45,Feminino,Paraná
2024-09-11 21:11:36.614863,Bolo de Cenoura,Doces,9.9,4,Mark Benjamin,26-35,Masculino,Online
2024-10-12 02:40:42.338167,Brownie,Doces,7.5,1,Margaret Miller,26-35,Masculino,São Paulo
2024-03-13 18:55:11.432158,Chá Verde,Chás Artesanais,8.5,4,Anthony Gonzales,36-45,Outro,Online
2024-01-14 01:09:35.438867,Brownie,Doces,7.5,1,Craig Morrison,26-35,Feminino,São Paulo
2024-09-21 10:11:17.088269,Quiche de Alho-poró,Salgados,11.0,2,Theresa Wilkins,56+,Feminino,Paraná
2024-02-15 22:26:35.308761,Quiche de Alho-poró,Salgados,11.0,1,Marie Boyd,36-45,Feminino,São Paulo
2024-04-13 08:54:25.603436,Brownie,Doces,7.5,4,Joseph Knight,36-45,Feminino,São Paulo
2024-07-20 02:05:07.750030,Café Orgânico,Cafés Especiais,14.5,4,William Baker,46-55,Masculino,Brasília
2024-10-03 19:42:23.399572,Café Robusta,Cafés Especiais,10.9,4,Tammie Bright,46-55,Masculino,Brasília
2024-01-11 16:45:30.098658,Chá Verde,Chás Artesanais,8.5,4,Shelly Spencer,26-35,Feminino,Brasília
2024-08-04 22:40:15.167747,Quiche de Alho-poró,Salgados,11.0,4,Elizabeth Sanders,18-25,Outro,Online
2024-10-09 02:06:02.278239,Café Arábica,Cafés Especiais,12.9,3,Eugene Baldwin,36-45,Outro,Paraná
2024-12-26 00:59:54.812919,Café Orgânico,Cafés Especiais,14.5,3,Eric Rodriguez,36-45,Feminino,São Paulo
2024-01-22 19:22:51.999006,Café Arábica,Cafés Especiais,12.9,1,David Stokes,18-25,Masculino,Paraná
2024-08-16 07:29:02.187664,Cookie,Doces,6.8,4,Linda Cobb,26-35,Feminino,Online
2024-01-18 07:56:35.766220,Quiche de Alho-poró,Salgados,11.0,1,Meghan Rush,56+,Masculino,Paraná
2024-02-15 17:30:03.488863,Café Orgânico,Cafés Especiais,14.5,4,Kevin Hernandez,36-45,Masculino,Brasília
2024-09-25 20:07:55.081850,Empada de Palmito,Salgados,9.8,4,Eric Patrick,36-45,Masculino,Brasília
2024-12-24 01:59:56.812028,Chá Verde,Chás Artesanais,8.5,3,Joseph Cooper,46-55,Outro,Paraná
2024-12-26 09:51:49.812487,Café Orgânico,Cafés Especiais,14.5,3,Eric Warner,18-25,Masculino,Online
2024-11-22 17:20:03.698149,Brownie,Doces,7.5,2,Stacy Rodriguez,18-25,Feminino,Brasília
2024-07-13 22:10:25.793799,Chá de Hibisco,Chás Artesanais,9.2,3,Tricia Valencia,56+,Outro,São Paulo
2024-05-07 18:15:38.552645,Coxinha Vegana,Salgados,10.2,2,Franklin Wright,18-25,Masculino,Online
2024-10-13 20:38:16.877305,Cookie,Doces,6.8,2,Kevin Alvarado,36-45,Outro,Brasília
2024-09-02 16:45:09.439227,Brownie,Doces,7.5,2,Melissa Brewer,26-35,Masculino,Paraná
2024-07-08 23:12:25.555126,Empada de Palmito,Salgados,9.8,2,Victoria Garcia,36-45,Feminino,Online
2024-04-29 21:58:19.189345,Chá de Hibisco,Chás Artesanais,9.2,2,Michael Brown,56+,Feminino,São Paulo
2024-10-27 10:31:22.150388,Coxinha Vegana,Salgados,10.2,1,David Mcdaniel,36-45,Masculino,Brasília
2024-02-05 23:47:03.502193,Café Robusta,Cafés Especiais,10.9,3,Jordan Chambers,26-35,Outro,São Paulo
2024-10-29 22:25:07.832983,Empada de Palmito,Salgados,9.8,2,Mr. David Wright,18-25,Masculino,Paraná
2024-01-23 17:22:08.455652,Empada de Palmito,Salgados,9.8,4,Harold Garrett,26-35,Masculino,Brasília
2024-06-22 21:35:53.640670,Chá de Hibisco,Chás Artesanais,9.2,3,Samantha Terry,36-45,Outro,Online
2024-05-14 09:09:33.613573,Café Arábica,Cafés Especiais,12.9,3,Ashley Barton,26-35,Masculino,Paraná
